episode,total_dist,best_dist,steps,routes,avg_loss,epsilon
1,5089.927005767822,5089.927005767822,,,,1.2477
2,4203.520694255829,4203.520694255829,,,,1.2477
3,2866.640284895897,2866.640284895897,,,,1.2477
4,2780.854592323303,2780.854592323303,,,,1.2477
5,2734.891892552376,2734.891892552376,,,,1.2477
6,2638.2909709215164,2638.2909709215164,,,,1.2477
7,2661.7838903665543,2638.2909709215164,,,,1.2477
8,2782.610918402672,2638.2909709215164,,,,1.2477
9,2732.5083445310593,2638.2909709215164,,,,1.2477
10,2776.9068348407745,2638.2909709215164,,,,1.2477
1,5089.927005767822,5089.927005767822,,,,0.99511
2,4203.520694255829,4203.520694255829,,,,0.99511
3,2866.640284895897,2866.640284895897,,,,0.99511
4,2780.854592323303,2780.854592323303,,,,0.99511
5,2734.891892552376,2734.891892552376,,,,0.99511
6,2638.2909709215164,2638.2909709215164,,,,0.99511
7,2661.7838903665543,2638.2909709215164,,,,0.99511
8,2782.610918402672,2638.2909709215164,,,,0.99511
9,2732.5083445310593,2638.2909709215164,,,,0.99511
10,2776.9068348407745,2638.2909709215164,,,,0.99511
11,2702.607541203499,2638.2909709215164,,,,0.99511
12,2936.854337453842,2638.2909709215164,,,,0.99511
13,2872.288740515709,2638.2909709215164,,,,0.99511
14,3026.3632682561874,2638.2909709215164,,,,0.99511
15,2930.9932450056076,2638.2909709215164,,,,0.99511
16,3029.236044883728,2638.2909709215164,,,,0.99511
17,3355.334189414978,2638.2909709215164,,,,0.99511
18,3100.5435004234314,2638.2909709215164,,,,0.99511
19,3089.6172055006027,2638.2909709215164,,,,0.99511
20,3275.9412727355957,2638.2909709215164,,,,0.99511
1,5089.927005767822,5089.927005767822,,,,0.74136
2,4203.520694255829,4203.520694255829,,,,0.74136
3,2866.640284895897,2866.640284895897,,,,0.74136
4,2780.854592323303,2780.854592323303,,,,0.74136
5,2734.891892552376,2734.891892552376,,,,0.74136
6,2638.2909709215164,2638.2909709215164,,,,0.74136
7,2661.7838903665543,2638.2909709215164,,,,0.74136
8,2782.610918402672,2638.2909709215164,,,,0.74136
9,2732.5083445310593,2638.2909709215164,,,,0.74136
10,2776.9068348407745,2638.2909709215164,,,,0.74136
11,2702.607541203499,2638.2909709215164,,,,0.74136
12,2936.854337453842,2638.2909709215164,,,,0.74136
13,2872.288740515709,2638.2909709215164,,,,0.74136
14,3026.3632682561874,2638.2909709215164,,,,0.74136
15,2930.9932450056076,2638.2909709215164,,,,0.74136
16,3029.236044883728,2638.2909709215164,,,,0.74136
17,3355.334189414978,2638.2909709215164,,,,0.74136
18,3100.5435004234314,2638.2909709215164,,,,0.74136
19,3089.6172055006027,2638.2909709215164,,,,0.74136
20,3275.9412727355957,2638.2909709215164,,,,0.74136
21,2953.9391635656357,2638.2909709215164,,,,0.74136
22,3354.0724033117294,2638.2909709215164,,,,0.74136
23,3247.033349275589,2638.2909709215164,,,,0.74136
24,3023.1225702762604,2638.2909709215164,,,,0.74136
25,3109.028694629669,2638.2909709215164,,,,0.74136
26,3475.9635944366455,2638.2909709215164,,,,0.74136
27,3329.4921053647995,2638.2909709215164,,,,0.74136
