episode,total_dist,best_dist,steps,routes,avg_loss,epsilon
1,5331.16075694561,5331.16075694561,,,,
2,5054.312610864639,5054.312610864639,,,,
3,4918.221180200577,4918.221180200577,,,,
4,5203.9842121601105,4918.221180200577,,,,
5,5358.695089817047,4918.221180200577,,,,
6,4879.6904945373535,4879.6904945373535,,,,
7,4668.879789352417,4668.879789352417,,,,
8,4788.647879004478,4668.879789352417,,,,
9,4876.961267828941,4668.879789352417,,,,
10,5145.215812563896,4668.879789352417,,,,
1,5331.16075694561,5331.16075694561,,,,
2,5054.312610864639,5054.312610864639,,,,
3,4918.221180200577,4918.221180200577,,,,
4,5203.9842121601105,4918.221180200577,,,,
5,5358.695089817047,4918.221180200577,,,,
6,4879.6904945373535,4879.6904945373535,,,,
7,4668.879789352417,4668.879789352417,,,,
8,4788.647879004478,4668.879789352417,,,,
9,4876.961267828941,4668.879789352417,,,,
10,5145.215812563896,4668.879789352417,,,,
11,4794.682188630104,4668.879789352417,,,,
12,4179.649013519287,4179.649013519287,,,,
13,4607.214933633804,4179.649013519287,,,,
14,4517.1421555280685,4179.649013519287,,,,
15,4432.024285554886,4179.649013519287,,,,
16,4608.098373413086,4179.649013519287,,,,
17,4513.615547180176,4179.649013519287,,,,
18,4508.5400948524475,4179.649013519287,,,,
19,4732.851163864136,4179.649013519287,,,,
20,4381.42683160305,4179.649013519287,,,,
1,5331.16075694561,5331.16075694561,,,,
2,5054.312610864639,5054.312610864639,,,,
3,4918.221180200577,4918.221180200577,,,,
4,5203.9842121601105,4918.221180200577,,,,
5,5358.695089817047,4918.221180200577,,,,
6,4879.6904945373535,4879.6904945373535,,,,
7,4668.879789352417,4668.879789352417,,,,
8,4788.647879004478,4668.879789352417,,,,
9,4876.961267828941,4668.879789352417,,,,
10,5145.215812563896,4668.879789352417,,,,
11,4794.682188630104,4668.879789352417,,,,
12,4179.649013519287,4179.649013519287,,,,
13,4607.214933633804,4179.649013519287,,,,
14,4517.1421555280685,4179.649013519287,,,,
15,4432.024285554886,4179.649013519287,,,,
16,4608.098373413086,4179.649013519287,,,,
17,4513.615547180176,4179.649013519287,,,,
18,4508.5400948524475,4179.649013519287,,,,
19,4732.851163864136,4179.649013519287,,,,
20,4381.42683160305,4179.649013519287,,,,
21,4828.128622531891,4179.649013519287,,,,
22,4873.424366950989,4179.649013519287,,,,
23,4126.478170275688,4126.478170275688,,,,
24,4205.758657693863,4126.478170275688,,,,
25,4140.846441268921,4126.478170275688,,,,
26,4281.343633174896,4126.478170275688,,,,
27,4351.487958312035,4126.478170275688,,,,
28,4123.159730911255,4123.159730911255,,,,
29,4246.621251106262,4123.159730911255,,,,
30,4456.711331248283,4123.159730911255,,,,
1,5331.16075694561,5331.16075694561,,,,
2,5054.312610864639,5054.312610864639,,,,
3,4918.221180200577,4918.221180200577,,,,
4,5203.9842121601105,4918.221180200577,,,,
5,5358.695089817047,4918.221180200577,,,,
6,4879.6904945373535,4879.6904945373535,,,,
7,4668.879789352417,4668.879789352417,,,,
8,4788.647879004478,4668.879789352417,,,,
9,4876.961267828941,4668.879789352417,,,,
10,5145.215812563896,4668.879789352417,,,,
11,4794.682188630104,4668.879789352417,,,,
12,4179.649013519287,4179.649013519287,,,,
13,4607.214933633804,4179.649013519287,,,,
14,4517.1421555280685,4179.649013519287,,,,
15,4432.024285554886,4179.649013519287,,,,
16,4608.098373413086,4179.649013519287,,,,
17,4513.615547180176,4179.649013519287,,,,
18,4508.5400948524475,4179.649013519287,,,,
19,4732.851163864136,4179.649013519287,,,,
20,4381.42683160305,4179.649013519287,,,,
21,4828.128622531891,4179.649013519287,,,,
22,4873.424366950989,4179.649013519287,,,,
23,4126.478170275688,4126.478170275688,,,,
24,4205.758657693863,4126.478170275688,,,,
25,4140.846441268921,4126.478170275688,,,,
26,4281.343633174896,4126.478170275688,,,,
27,4351.487958312035,4126.478170275688,,,,
28,4123.159730911255,4123.159730911255,,,,
29,4246.621251106262,4123.159730911255,,,,
30,4456.711331248283,4123.159730911255,,,,
31,3743.333418369293,3743.333418369293,,,,
32,4002.5811928510666,3743.333418369293,,,,
33,3885.922011733055,3743.333418369293,,,,
34,4356.075257778168,3743.333418369293,,,,
35,3762.0775307416916,3743.333418369293,,,,
36,3867.5115914344788,3743.333418369293,,,,
37,4139.862448692322,3743.333418369293,,,,
38,3713.89698779583,3713.89698779583,,,,
39,3950.257297873497,3713.89698779583,,,,
40,4050.8253922462463,3713.89698779583,,,,
1,5331.16075694561,5331.16075694561,,,,
2,5054.312610864639,5054.312610864639,,,,
3,4918.221180200577,4918.221180200577,,,,
4,5203.9842121601105,4918.221180200577,,,,
5,5358.695089817047,4918.221180200577,,,,
6,4879.6904945373535,4879.6904945373535,,,,
7,4668.879789352417,4668.879789352417,,,,
8,4788.647879004478,4668.879789352417,,,,
9,4876.961267828941,4668.879789352417,,,,
10,5145.215812563896,4668.879789352417,,,,
11,4794.682188630104,4668.879789352417,,,,
12,4179.649013519287,4179.649013519287,,,,
13,4607.214933633804,4179.649013519287,,,,
14,4517.1421555280685,4179.649013519287,,,,
15,4432.024285554886,4179.649013519287,,,,
16,4608.098373413086,4179.649013519287,,,,
17,4513.615547180176,4179.649013519287,,,,
18,4508.5400948524475,4179.649013519287,,,,
19,4732.851163864136,4179.649013519287,,,,
20,4381.42683160305,4179.649013519287,,,,
21,4828.128622531891,4179.649013519287,,,,
22,4873.424366950989,4179.649013519287,,,,
23,4126.478170275688,4126.478170275688,,,,
24,4205.758657693863,4126.478170275688,,,,
25,4140.846441268921,4126.478170275688,,,,
26,4281.343633174896,4126.478170275688,,,,
27,4351.487958312035,4126.478170275688,,,,
28,4123.159730911255,4123.159730911255,,,,
29,4246.621251106262,4123.159730911255,,,,
30,4456.711331248283,4123.159730911255,,,,
31,3743.333418369293,3743.333418369293,,,,
32,4002.5811928510666,3743.333418369293,,,,
33,3885.922011733055,3743.333418369293,,,,
34,4356.075257778168,3743.333418369293,,,,
35,3762.0775307416916,3743.333418369293,,,,
36,3867.5115914344788,3743.333418369293,,,,
37,4139.862448692322,3743.333418369293,,,,
38,3713.89698779583,3713.89698779583,,,,
39,3950.257297873497,3713.89698779583,,,,
40,4050.8253922462463,3713.89698779583,,,,
41,4043.1015679836273,3713.89698779583,,,,
42,3471.341577887535,3471.341577887535,,,,
43,3224.826981306076,3224.826981306076,,,,
44,3581.493174433708,3224.826981306076,,,,
45,3699.5759239196777,3224.826981306076,,,,
46,3631.4933228492737,3224.826981306076,,,,
47,3430.331015586853,3224.826981306076,,,,
48,3350.1700476408005,3224.826981306076,,,,
49,3485.447270154953,3224.826981306076,,,,
50,3622.3816661834717,3224.826981306076,,,,
1,5331.16075694561,5331.16075694561,,,,
2,5054.312610864639,5054.312610864639,,,,
3,4918.221180200577,4918.221180200577,,,,
4,5203.9842121601105,4918.221180200577,,,,
5,5358.695089817047,4918.221180200577,,,,
6,4879.6904945373535,4879.6904945373535,,,,
7,4668.879789352417,4668.879789352417,,,,
8,4788.647879004478,4668.879789352417,,,,
9,4876.961267828941,4668.879789352417,,,,
10,5145.215812563896,4668.879789352417,,,,
11,4794.682188630104,4668.879789352417,,,,
12,4179.649013519287,4179.649013519287,,,,
13,4607.214933633804,4179.649013519287,,,,
14,4517.1421555280685,4179.649013519287,,,,
15,4432.024285554886,4179.649013519287,,,,
16,4608.098373413086,4179.649013519287,,,,
17,4513.615547180176,4179.649013519287,,,,
18,4508.5400948524475,4179.649013519287,,,,
19,4732.851163864136,4179.649013519287,,,,
20,4381.42683160305,4179.649013519287,,,,
21,4828.128622531891,4179.649013519287,,,,
22,4873.424366950989,4179.649013519287,,,,
23,4126.478170275688,4126.478170275688,,,,
24,4205.758657693863,4126.478170275688,,,,
25,4140.846441268921,4126.478170275688,,,,
26,4281.343633174896,4126.478170275688,,,,
27,4351.487958312035,4126.478170275688,,,,
28,4123.159730911255,4123.159730911255,,,,
29,4246.621251106262,4123.159730911255,,,,
30,4456.711331248283,4123.159730911255,,,,
31,3743.333418369293,3743.333418369293,,,,
32,4002.5811928510666,3743.333418369293,,,,
33,3885.922011733055,3743.333418369293,,,,
34,4356.075257778168,3743.333418369293,,,,
35,3762.0775307416916,3743.333418369293,,,,
36,3867.5115914344788,3743.333418369293,,,,
37,4139.862448692322,3743.333418369293,,,,
38,3713.89698779583,3713.89698779583,,,,
39,3950.257297873497,3713.89698779583,,,,
40,4050.8253922462463,3713.89698779583,,,,
41,4043.1015679836273,3713.89698779583,,,,
42,3471.341577887535,3471.341577887535,,,,
43,3224.826981306076,3224.826981306076,,,,
44,3581.493174433708,3224.826981306076,,,,
45,3699.5759239196777,3224.826981306076,,,,
46,3631.4933228492737,3224.826981306076,,,,
47,3430.331015586853,3224.826981306076,,,,
48,3350.1700476408005,3224.826981306076,,,,
49,3485.447270154953,3224.826981306076,,,,
50,3622.3816661834717,3224.826981306076,,,,
51,3413.401370048523,3224.826981306076,,,,
